member_id,loan_status,int_rate,Bin_int,dti,Bin_dti,Default_flag,No_of_Enquiry,enq_buckets,annual_inc,Income_bins,home_ownership,purpose,open_acc,emp_length,verification_status,delinq_2yrs,loan_amnt,Bins_loan_amt
LC32331,Fully Paid,7.68%,4,19.19,19,0,1,1-4,51000,4,RENT,debt_consolidation,7,5 years,Not Verified,0,10900,9
LC32332,Fully Paid,13.47%,13,17.48,17,0,1,1-4,63000,5,MORTGAGE,debt_consolidation,11,10+ years,Not Verified,0,5300,5
LC32333,Fully Paid,12.84%,12,2.35,3,0,1,1-4,49548,4,RENT,renewable_energy,4,7 years,Source Verified,0,15000,13
LC32334,Fully Paid,12.53%,11,11.17,11,0,0,0,45000,4,RENT,other,8,3 years,Source Verified,0,12000,10
LC32335,Fully Paid,13.16%,12,12.06,12,0,0,0,63000,5,RENT,debt_consolidation,11,1 year,Not Verified,0,8000,7
LC32336,Fully Paid,13.79%,13,18.16,18,0,0,0,37000,3,OWN,debt_consolidation,17,n/a,Not Verified,0,6500,6
LC32337,Fully Paid,9.32%,6,0.46,1,0,0,0,110000,9,OTHER,debt_consolidation,9,LT 1year,Verified,0,12000,10
LC32338,Fully Paid,7.68%,4,3.77,4,0,0,0,42996,3,RENT,debt_consolidation,6,3 years,Not Verified,1,8000,7
LC32339,Fully Paid,12.21%,11,8.91,9,0,5,5-8,120000,9,MORTGAGE,debt_consolidation,10,9 years,Source Verified,0,14400,12
LC3234,Fully Paid,10.65%,8,7.92,8,0,2,1-4,75000,6,RENT,credit_card,14,LT 1year,Verified,0,2500,2
LC32340,Fully Paid,11.26%,9,9.05,9,0,2,1-4,50000,4,RENT,debt_consolidation,10,5 years,Not Verified,0,5000,4
LC32341,Fully Paid,9.32%,6,9.15,9,0,0,0,85000,7,MORTGAGE,debt_consolidation,12,8 years,Not Verified,0,13000,11
LC32342,Fully Paid,14.11%,14,7.98,8,0,1,1-4,34000,3,MORTGAGE,small_business,9,4 years,Verified,0,19600,17
LC32343,Fully Paid,11.89%,10,16.46,16,0,0,0,94896,7,MORTGAGE,debt_consolidation,6,6 years,Verified,0,20000,17
LC32344,Charged Off,8.00%,4,15.21,15,1,0,0,33996,3,RENT,home_improvement,9,10+ years,Not Verified,0,5000,4
LC32345,Fully Paid,11.89%,10,22.77,23,0,1,1-4,45000,4,MORTGAGE,home_improvement,11,10+ years,Source Verified,0,10000,8
LC32346,Fully Paid,9.32%,6,3.35,4,0,0,0,125000,10,MORTGAGE,other,4,10+ years,Not Verified,0,2000,2
LC32347,Fully Paid,12.53%,11,11.73,12,0,3,1-4,235000,18,RENT,debt_consolidation,9,LT 1year,Not Verified,0,12000,10
LC32348,Fully Paid,9.32%,6,19.31,19,0,0,0,42000,3,RENT,medical,8,10+ years,Not Verified,1,5000,4
LC32349,Fully Paid,11.58%,10,0.13,1,0,3,1-4,90000,7,MORTGAGE,credit_card,23,10+ years,Not Verified,0,10000,8
LC3235,Fully Paid,6.03%,1,14.94,15,0,0,0,56000,4,RENT,house,15,1 year,Verified,0,25000,21
LC32350,Fully Paid,13.47%,13,13.88,14,0,0,0,44000,4,RENT,debt_consolidation,9,10+ years,Verified,0,15000,13
LC32351,Fully Paid,12.84%,12,12.58,13,0,1,1-4,45996,4,RENT,debt_consolidation,10,4 years,Not Verified,0,6000,5
LC32352,Fully Paid,9.32%,6,23.89,24,0,0,0,56004,4,MORTGAGE,house,7,4 years,Verified,0,10000,8
LC32353,Fully Paid,13.47%,13,24.09,24,0,0,0,63564,5,RENT,debt_consolidation,9,1 year,Verified,0,17000,14
LC32354,Charged Off,15.05%,15,16.79,17,1,0,0,133228,10,MORTGAGE,debt_consolidation,7,1 year,Not Verified,0,10000,8
LC32355,Fully Paid,12.21%,11,1.56,2,0,1,1-4,167300,13,MORTGAGE,credit_card,9,10+ years,Not Verified,0,5200,4
LC32356,Fully Paid,8.00%,4,6.39,7,0,0,0,86000,7,RENT,debt_consolidation,8,4 years,Not Verified,0,16000,14
LC32357,Charged Off,16.95%,18,14.76,15,1,1,1-4,93000,7,RENT,home_improvement,6,10+ years,Not Verified,1,18000,15
LC32358,Fully Paid,11.58%,10,8.09,8,0,0,0,50016,4,OTHER,credit_card,5,3 years,Source Verified,0,8000,7
LC32359,Fully Paid,11.89%,10,12.32,12,0,1,1-4,57000,5,RENT,small_business,6,1 year,Source Verified,0,12000,10
LC3236,Fully Paid,12.42%,11,17.28,17,0,0,0,65000,5,RENT,car,8,9 years,Verified,0,20000,17
LC32360,Fully Paid,11.89%,10,7.32,8,0,0,0,143500,11,MORTGAGE,other,14,LT 1year,Not Verified,0,7500,6
LC32361,Fully Paid,9.32%,6,13.62,14,0,0,0,60000,5,OWN,credit_card,8,5 years,Not Verified,0,3150,3
LC32362,Fully Paid,11.26%,9,16.97,17,0,0,0,53100,4,MORTGAGE,wedding,2,LT 1year,Source Verified,0,7000,6
LC32363,Fully Paid,12.84%,12,9.92,10,0,1,1-4,72800,6,MORTGAGE,house,5,10+ years,Not Verified,0,14400,12
LC32364,Fully Paid,12.21%,11,19.23,19,0,1,1-4,60000,5,RENT,credit_card,19,5 years,Not Verified,0,8400,7
LC32365,Fully Paid,10.95%,9,12.4,12,0,1,1-4,80004,6,MORTGAGE,credit_card,8,4 years,Verified,0,12000,10
LC32366,Charged Off,12.53%,11,18.89,19,1,2,1-4,43000,3,MORTGAGE,debt_consolidation,15,9 years,Verified,0,30000,25
LC32367,Fully Paid,11.58%,10,10.07,10,0,2,1-4,220000,17,MORTGAGE,debt_consolidation,11,5 years,Not Verified,0,15450,13
LC32368,Fully Paid,9.63%,7,18.68,19,0,1,1-4,97000,8,RENT,credit_card,17,1 year,Not Verified,1,16000,14
LC32369,Fully Paid,8.00%,4,5.09,5,0,0,0,42000,3,RENT,car,6,6 years,Not Verified,1,3000,3
LC3237,Charged Off,17.58%,19,15.6,16,1,0,0,62910,5,OWN,vacation,3,9 years,Source Verified,0,1000,1
LC32370,Fully Paid,11.26%,9,12.06,12,0,1,1-4,42000,3,MORTGAGE,home_improvement,6,10+ years,Not Verified,0,6700,6
LC32371,Fully Paid,9.63%,7,1.04,2,0,2,1-4,65600,5,MORTGAGE,home_improvement,10,LT 1year,Not Verified,0,2400,2
LC32372,Fully Paid,11.26%,9,11.38,12,0,1,1-4,70000,6,MORTGAGE,credit_card,15,7 years,Verified,0,24000,20
LC32373,Charged Off,11.58%,10,21.7,21,1,0,0,37000,3,RENT,home_improvement,16,5 years,Verified,0,10000,8
LC32374,Charged Off,13.79%,13,15.49,15,1,3,1-4,32004,3,RENT,credit_card,17,7 years,Not Verified,0,9000,8
LC32375,Fully Paid,8.00%,4,6.51,7,0,2,1-4,77000,6,MORTGAGE,credit_card,15,3 years,Source Verified,0,5700,5
LC32376,Fully Paid,12.84%,12,11.87,12,0,2,1-4,85000,7,RENT,debt_consolidation,5,10+ years,Not Verified,0,1200,1
LC32377,Fully Paid,11.89%,10,22.37,22,0,3,1-4,45000,4,MORTGAGE,debt_consolidation,4,3 years,Not Verified,0,4800,4
LC32378,Fully Paid,16.32%,17,13.07,13,0,0,0,37000,3,RENT,debt_consolidation,6,10+ years,Not Verified,1,3250,3
LC32379,Fully Paid,13.79%,13,2.45,3,0,0,0,49000,4,RENT,debt_consolidation,5,10+ years,Verified,0,21000,18
LC3238,Fully Paid,7.90%,4,6.01,6,0,0,0,94000,7,RENT,small_business,17,LT 1year,Not Verified,0,4800,4
LC32380,Fully Paid,9.63%,7,10.99,11,0,0,0,64992,5,MORTGAGE,home_improvement,11,10+ years,Not Verified,0,5000,4
LC32381,Fully Paid,11.89%,10,4.37,5,0,0,0,50000,4,RENT,debt_consolidation,11,10+ years,Not Verified,0,12500,11
LC32382,Fully Paid,9.32%,6,7.12,7,0,0,0,92000,7,RENT,other,13,LT 1year,Not Verified,0,9600,8
LC32383,Fully Paid,12.21%,11,20.54,20,0,0,0,60000,5,RENT,debt_consolidation,3,4 years,Source Verified,0,5000,4
LC32384,Fully Paid,12.84%,12,8.42,9,0,1,1-4,34200,3,RENT,other,8,2 years,Verified,0,12000,10
LC32385,Fully Paid,9.63%,7,18.23,18,0,1,1-4,100000,8,RENT,debt_consolidation,6,LT 1year,Not Verified,0,3600,3
LC32386,Fully Paid,11.26%,9,19.04,19,0,1,1-4,44064,4,RENT,debt_consolidation,11,5 years,Source Verified,0,35000,29
LC32387,Fully Paid,9.32%,6,6.84,7,0,0,0,50000,4,MORTGAGE,small_business,10,2 years,Not Verified,0,16000,14
LC32388,Fully Paid,7.68%,4,13.36,13,0,1,1-4,60000,5,MORTGAGE,wedding,8,6 years,Source Verified,0,12000,10
LC32389,Charged Off,14.74%,15,18.53,18,1,1,1-4,50000,4,MORTGAGE,credit_card,3,4 years,Not Verified,0,14000,12
LC3239,Fully Paid,8.90%,6,5.83,6,0,1,1-4,69000,5,RENT,small_business,11,10+ years,Source Verified,0,10000,8
LC32390,Fully Paid,11.89%,10,19.18,19,0,1,1-4,18204,2,RENT,credit_card,6,9 years,Verified,0,12000,10
LC32391,Charged Off,12.84%,12,3,3,1,2,1-4,14400,1,RENT,small_business,13,5 years,Not Verified,0,11625,10
LC32392,Fully Paid,9.32%,6,19.14,19,0,0,0,18500,2,MORTGAGE,debt_consolidation,6,2 years,Not Verified,1,10000,8
LC32393,Fully Paid,9.32%,6,8.45,9,0,4,1-4,119604,9,MORTGAGE,home_improvement,7,2 years,Not Verified,1,3500,3
LC32394,Charged Off,9.63%,7,24.57,24,1,4,1-4,58500,5,MORTGAGE,vacation,3,3 years,Verified,0,3000,3
LC32395,Fully Paid,9.63%,7,4.89,5,0,0,0,65748,5,MORTGAGE,debt_consolidation,13,5 years,Not Verified,0,1400,1
LC32396,Charged Off,12.21%,11,22.56,22,1,0,0,147000,11,RENT,other,8,2 years,Not Verified,0,1800,2
LC32397,Fully Paid,12.84%,12,22.51,22,0,1,1-4,45000,4,RENT,debt_consolidation,7,2 years,Not Verified,0,15000,13
LC32398,Fully Paid,10.95%,9,13.45,14,0,0,0,24000,2,OWN,debt_consolidation,13,10+ years,Not Verified,0,12000,10
LC32399,Fully Paid,12.21%,11,19.42,19,0,0,0,27000,2,RENT,other,6,3 years,Source Verified,1,4000,3
LC324,Fully Paid,16.77%,18,5.66,6,0,0,0,88000,7,RENT,debt_consolidation,8,2 years,Not Verified,0,6500,6
LC3240,Charged Off,14.65%,14,14.49,15,1,1,1-4,64000,5,RENT,renewable_energy,8,7 years,Not Verified,0,7200,6
LC32400,Fully Paid,12.21%,11,12.84,13,0,0,0,54000,4,RENT,debt_consolidation,6,3 years,Verified,0,12000,10
LC32401,Fully Paid,10.95%,9,6.15,6,0,1,1-4,24000,2,RENT,credit_card,10,9 years,Verified,0,18000,15
LC32402,Fully Paid,9.32%,6,19.63,19,0,0,0,52524,4,MORTGAGE,major_purchase,11,2 years,Source Verified,1,1200,1
LC32403,Charged Off,12.21%,11,14.63,15,1,0,0,72000,6,RENT,debt_consolidation,12,2 years,Verified,0,20000,17
LC32404,Fully Paid,11.89%,10,8.23,8,0,1,1-4,14000,1,RENT,debt_consolidation,9,2 years,Source Verified,0,10000,8
LC32405,Fully Paid,14.42%,14,8.82,9,0,1,1-4,36996,3,MORTGAGE,small_business,5,7 years,Source Verified,1,15000,13
LC32406,Fully Paid,13.16%,12,3.89,4,0,1,1-4,21000,2,RENT,credit_card,4,3 years,Source Verified,0,2000,2
LC32407,Charged Off,13.79%,13,18.35,18,1,1,1-4,45000,4,RENT,car,14,2 years,Not Verified,0,4500,4
LC32408,Fully Paid,7.68%,4,0.87,1,0,3,1-4,103240,8,MORTGAGE,debt_consolidation,3,5 years,Not Verified,0,7000,6
LC32409,Fully Paid,12.84%,12,17.16,17,0,2,1-4,80000,6,MORTGAGE,debt_consolidation,11,3 years,Source Verified,0,7000,6
LC3241,Charged Off,6.62%,2,7.05,7,1,0,0,40000,3,RENT,credit_card,7,5 years,Verified,0,28000,24
LC32410,Fully Paid,11.89%,10,24.54,24,0,0,0,20000,2,RENT,debt_consolidation,14,8 years,Not Verified,0,18250,15
LC32411,Fully Paid,11.58%,10,10.57,11,0,0,0,16120,1,RENT,debt_consolidation,7,2 years,Not Verified,0,12000,10
LC32412,Fully Paid,14.42%,14,16.89,17,0,2,1-4,119000,9,MORTGAGE,other,5,LT 1year,Source Verified,0,4000,3
LC32413,Fully Paid,7.68%,4,1.27,2,0,3,1-4,120000,9,RENT,car,7,LT 1year,Not Verified,0,12250,10
LC32414,Fully Paid,9.32%,6,23.83,24,0,0,0,31224,3,RENT,credit_card,10,10+ years,Verified,0,20000,17
LC32415,Fully Paid,11.58%,10,14.47,14,0,0,0,38643,3,RENT,other,3,5 years,Source Verified,0,10000,8
LC32416,Fully Paid,15.05%,15,5.99,6,0,1,1-4,175000,14,RENT,credit_card,6,1 year,Not Verified,0,9900,8
LC32417,Fully Paid,11.26%,9,24.22,24,0,1,1-4,60000,5,MORTGAGE,car,6,4 years,Source Verified,0,4200,4
LC32418,Fully Paid,11.89%,10,15.32,15,0,0,0,60000,5,MORTGAGE,debt_consolidation,3,8 years,Not Verified,0,1800,2
LC32419,Fully Paid,14.11%,14,1.22,2,0,1,1-4,34320,3,RENT,debt_consolidation,5,7 years,Source Verified,0,12000,10
LC3242,Fully Paid,12.42%,11,2.52,3,0,0,0,39996,3,MORTGAGE,debt_consolidation,5,3 years,Not Verified,0,6000,5
LC32420,Fully Paid,9.32%,6,6.56,7,0,0,0,103000,8,RENT,debt_consolidation,7,LT 1year,Verified,3,20500,17
LC32421,Fully Paid,10.95%,9,14.13,14,0,0,0,62000,5,MORTGAGE,home_improvement,6,4 years,Verified,0,24000,20
LC32422,Fully Paid,10.95%,9,18.15,18,0,1,1-4,61500,5,RENT,wedding,9,1 year,Source Verified,0,20000,17
LC32423,Fully Paid,11.89%,10,18.65,19,0,1,1-4,41300,3,RENT,credit_card,8,10+ years,Verified,0,35000,29
LC32424,Fully Paid,11.26%,9,16.8,17,0,1,1-4,30000,2,RENT,debt_consolidation,9,3 years,Not Verified,0,13400,11
LC32425,Fully Paid,9.32%,6,2.56,3,0,0,0,30000,2,RENT,credit_card,16,2 years,Source Verified,0,4000,3
LC32426,Fully Paid,12.21%,11,21.17,21,0,1,1-4,80607,6,RENT,credit_card,11,9 years,Not Verified,0,15000,13
LC32427,Fully Paid,8.00%,4,14.04,14,0,1,1-4,57000,5,RENT,other,15,10+ years,Source Verified,0,4000,3
LC32428,Fully Paid,11.89%,10,9.81,10,0,0,0,35000,3,RENT,debt_consolidation,6,2 years,Verified,0,6000,5
LC32429,Fully Paid,9.32%,6,15.56,16,0,0,0,40000,3,MORTGAGE,debt_consolidation,9,LT 1year,Verified,0,10400,9
LC3243,Fully Paid,8.90%,6,24.39,24,0,0,0,67550,5,RENT,debt_consolidation,12,5 years,Not Verified,1,3000,3
LC32430,Fully Paid,9.32%,6,6.4,7,0,2,1-4,87204,7,MORTGAGE,small_business,7,1 year,Not Verified,0,25000,21
LC32431,Fully Paid,10.95%,9,9.18,9,0,1,1-4,43000,3,RENT,other,2,LT 1year,Not Verified,0,4000,3
LC32432,Fully Paid,8.00%,4,1.57,2,0,0,0,57192,5,RENT,home_improvement,14,10+ years,Not Verified,1,12000,10
LC32433,Fully Paid,12.21%,11,15.49,15,0,1,1-4,43000,3,OWN,credit_card,13,4 years,Not Verified,0,10000,8
LC32434,Fully Paid,8.00%,4,3.63,4,0,0,0,68496,5,RENT,home_improvement,10,3 years,Not Verified,0,8000,7
LC32435,Fully Paid,13.47%,13,13.76,14,0,1,1-4,101000,8,MORTGAGE,debt_consolidation,7,LT 1year,Not Verified,0,15000,13
LC32436,Fully Paid,13.79%,13,13.6,14,0,3,1-4,45000,4,RENT,debt_consolidation,7,6 years,Verified,0,20500,17
LC32437,Fully Paid,11.26%,9,7.51,8,0,0,0,35000,3,RENT,debt_consolidation,9,2 years,Verified,0,24000,20
LC32438,Fully Paid,13.16%,12,10.11,10,0,2,1-4,14000,1,RENT,debt_consolidation,14,4 years,Not Verified,1,8000,7
LC32439,Fully Paid,12.21%,11,2.08,3,0,1,1-4,60000,5,RENT,debt_consolidation,11,7 years,Verified,0,16000,14
LC3244,Fully Paid,9.91%,7,15.53,16,0,0,0,82350,7,RENT,debt_consolidation,8,7 years,Not Verified,0,10000,8
LC32440,Fully Paid,11.89%,10,22.03,22,0,0,0,90000,7,MORTGAGE,debt_consolidation,12,3 years,Not Verified,0,23975,20
LC32441,Fully Paid,7.68%,4,0.65,1,0,0,0,55000,4,RENT,credit_card,11,8 years,Source Verified,0,6500,6
LC32442,Charged Off,14.42%,14,6.88,7,1,0,0,52000,4,RENT,debt_consolidation,8,3 years,Not Verified,0,12000,10
LC32443,Fully Paid,13.16%,12,15.39,15,0,2,1-4,29004,2,OWN,debt_consolidation,11,LT 1year,Source Verified,0,6800,6
LC32444,Fully Paid,16.32%,17,13.61,14,0,1,1-4,78996,6,RENT,debt_consolidation,7,7 years,Verified,0,17500,15
LC32445,Fully Paid,11.89%,10,13.73,14,0,0,0,45000,4,MORTGAGE,credit_card,12,10+ years,Source Verified,0,10000,8
LC32446,Charged Off,14.74%,15,12.57,13,1,2,1-4,68654,5,MORTGAGE,home_improvement,10,6 years,Verified,0,10500,9
LC32447,Fully Paid,13.16%,12,24.47,24,0,0,0,43000,3,RENT,debt_consolidation,3,10+ years,Verified,0,35000,29
LC32448,Fully Paid,12.21%,11,3.6,4,0,0,0,24000,2,RENT,debt_consolidation,15,5 years,Verified,0,21250,18
LC32449,Fully Paid,9.63%,7,13.79,14,0,0,0,41000,3,RENT,moving,18,10+ years,Verified,0,25975,22
LC3245,Fully Paid,7.90%,4,22.33,22,0,0,0,68250,5,MORTGAGE,major_purchase,8,5 years,Not Verified,0,7500,6
LC32450,Fully Paid,11.89%,10,12.67,13,0,1,1-4,25000,2,OWN,debt_consolidation,8,3 years,Verified,0,35000,29
LC32451,Fully Paid,13.16%,12,1.05,2,0,1,1-4,72000,6,RENT,moving,9,10+ years,Source Verified,0,7000,6
LC32452,Fully Paid,12.21%,11,14.66,15,0,0,0,50004,4,RENT,debt_consolidation,9,2 years,Source Verified,0,5100,4
LC32453,Fully Paid,14.11%,14,23.65,23,0,2,1-4,23000,2,RENT,credit_card,13,LT 1year,Source Verified,0,6000,5
LC32454,Fully Paid,7.68%,4,9.61,10,0,2,1-4,95000,7,MORTGAGE,debt_consolidation,12,5 years,Not Verified,0,2000,2
LC32455,Fully Paid,14.42%,14,1.48,2,0,2,1-4,300000,23,OWN,credit_card,7,LT 1year,Not Verified,0,9000,8
LC32456,Fully Paid,9.32%,6,17.94,18,0,1,1-4,18996,2,RENT,debt_consolidation,7,4 years,Verified,1,5000,4
LC32457,Fully Paid,12.53%,11,16.95,17,0,0,0,24000,2,RENT,vacation,5,10+ years,Source Verified,0,2200,2
LC32458,Fully Paid,7.68%,4,6.62,7,0,0,0,84996,7,MORTGAGE,small_business,13,5 years,Source Verified,0,4800,4
LC32459,Fully Paid,11.58%,10,19.96,20,0,0,0,30000,2,OWN,debt_consolidation,5,7 years,Source Verified,0,5000,4
LC3246,Fully Paid,6.03%,1,11.52,12,0,0,0,45000,4,RENT,home_improvement,6,10+ years,Source Verified,0,15000,13
LC32460,Fully Paid,14.42%,14,16.42,16,0,0,0,69000,5,MORTGAGE,home_improvement,5,5 years,Source Verified,0,18000,15
LC32461,Fully Paid,10.95%,9,15.21,15,0,1,1-4,62004,5,MORTGAGE,home_improvement,4,LT 1year,Not Verified,1,1000,1
LC32462,Fully Paid,11.89%,10,24.39,24,0,2,1-4,57996,5,MORTGAGE,debt_consolidation,21,3 years,Not Verified,0,16800,14
LC32463,Charged Off,17.26%,18,9.49,10,1,0,0,180000,14,RENT,debt_consolidation,2,5 years,Not Verified,0,1500,1
LC32464,Fully Paid,14.42%,14,3.68,4,0,1,1-4,60000,5,MORTGAGE,major_purchase,4,7 years,Source Verified,0,1000,1
LC32465,Fully Paid,7.37%,3,13.57,14,0,0,0,55000,4,RENT,vacation,8,4 years,Not Verified,0,1500,1
LC32466,Fully Paid,11.89%,10,7.35,8,0,0,0,31200,3,RENT,debt_consolidation,5,2 years,Not Verified,4,7500,6
LC32467,Fully Paid,14.74%,15,10.19,10,0,0,0,30372,3,RENT,debt_consolidation,8,LT 1year,Not Verified,0,13500,11
LC32468,Charged Off,12.84%,12,20.69,21,1,0,0,50004,4,RENT,debt_consolidation,11,10+ years,Not Verified,0,9500,8
LC32469,Fully Paid,13.16%,12,12.71,13,0,3,1-4,80000,6,RENT,medical,9,4 years,Verified,0,9000,8
LC3247,Fully Paid,6.03%,1,7.26,8,0,0,0,10080,1,OWN,credit_card,17,4 years,Verified,0,25000,21
LC32470,Fully Paid,14.42%,14,13.42,13,0,1,1-4,60000,5,RENT,debt_consolidation,4,3 years,Verified,0,20000,17
LC32471,Fully Paid,14.74%,15,1.03,1,0,3,1-4,600000,30,OTHER,home_improvement,11,LT 1year,Not Verified,0,2500,2
LC32472,Fully Paid,9.63%,7,9.17,9,0,2,1-4,81000,6,MORTGAGE,home_improvement,6,3 years,Source Verified,0,3700,3
LC32473,Charged Off,11.89%,10,14.09,14,1,2,1-4,42000,3,OWN,moving,12,2 years,Not Verified,0,2800,2
LC32474,Fully Paid,10.95%,9,8.13,8,0,0,0,58000,5,MORTGAGE,debt_consolidation,5,3 years,Verified,0,25000,21
LC32475,Fully Paid,13.47%,13,13.99,14,0,2,1-4,120579,9,MORTGAGE,debt_consolidation,10,10+ years,Not Verified,0,10000,8
LC32476,Fully Paid,9.63%,7,15.7,16,0,0,0,60000,5,MORTGAGE,major_purchase,12,3 years,Not Verified,0,4750,4
LC32477,Fully Paid,11.58%,10,18.87,19,0,4,1-4,99473,8,MORTGAGE,other,8,LT 1year,Not Verified,0,5875,5
LC32478,Fully Paid,13.79%,13,17.59,18,0,2,1-4,50004,4,RENT,major_purchase,3,8 years,Verified,0,20400,17
LC32479,Fully Paid,9.63%,7,4.05,4,0,2,1-4,38244,3,MORTGAGE,home_improvement,3,6 years,Verified,0,12000,10
LC3248,Fully Paid,6.03%,1,14.04,14,0,0,0,54000,4,MORTGAGE,debt_consolidation,5,2 years,Source Verified,0,12000,10
LC32480,Fully Paid,11.26%,9,4.41,5,0,0,0,65004,5,MORTGAGE,debt_consolidation,9,2 years,Not Verified,1,6000,5
LC32481,Fully Paid,11.58%,10,17.37,17,0,0,0,40000,3,RENT,home_improvement,19,10+ years,Source Verified,0,7500,6
LC32482,Fully Paid,10.95%,9,10.91,11,0,0,0,140000,11,MORTGAGE,debt_consolidation,11,7 years,Not Verified,1,7500,6
LC32483,Fully Paid,12.21%,11,8.3,9,0,0,0,38904,3,MORTGAGE,other,9,3 years,Not Verified,0,8400,7
LC32484,Fully Paid,13.47%,13,14.66,15,0,0,0,18996,2,OWN,small_business,12,2 years,Source Verified,0,9200,8
LC32485,Charged Off,15.37%,16,23.85,24,1,3,1-4,151016.08,12,RENT,debt_consolidation,14,1 year,Not Verified,0,22000,19
LC32486,Fully Paid,11.89%,10,19.61,19,0,0,0,70000,6,RENT,debt_consolidation,14,1 year,Not Verified,0,15000,13
LC32487,Fully Paid,11.89%,10,7.15,7,0,3,1-4,70000,6,RENT,major_purchase,2,2 years,Not Verified,0,4000,3
LC32488,Fully Paid,7.68%,4,8.04,8,0,0,0,66000,5,MORTGAGE,other,4,n/a,Verified,0,17500,15
LC32489,Charged Off,14.11%,14,7.23,7,1,3,1-4,45000,4,MORTGAGE,debt_consolidation,12,LT 1year,Verified,0,25000,21
LC3249,Fully Paid,11.71%,10,19.61,19,0,0,0,61200,5,RENT,other,13,5 years,Source Verified,0,1000,1
LC32490,Fully Paid,12.53%,11,10.54,11,0,1,1-4,83700,7,RENT,debt_consolidation,10,2 years,Verified,0,25000,21
LC32491,Charged Off,13.47%,13,13.98,14,1,0,0,33036,3,RENT,car,7,LT 1year,Source Verified,0,7000,6
LC32492,Fully Paid,10.95%,9,5.73,6,0,0,0,85000,7,RENT,debt_consolidation,6,LT 1year,Not Verified,0,24000,20
LC32493,Charged Off,12.84%,12,17.17,17,1,0,0,29000,2,RENT,home_improvement,9,10+ years,Source Verified,1,5325,5
LC32494,Fully Paid,12.84%,12,8.85,9,0,0,0,51000,4,MORTGAGE,car,6,4 years,Not Verified,0,8000,7
LC32495,Fully Paid,8.00%,4,8.64,9,0,0,0,20280,2,MORTGAGE,debt_consolidation,16,10+ years,Source Verified,0,27400,23
LC32496,Fully Paid,11.89%,10,5.47,6,0,0,0,72000,6,MORTGAGE,other,11,4 years,Verified,0,4800,4
LC32497,Fully Paid,12.53%,11,18.05,18,0,0,0,45000,4,RENT,debt_consolidation,11,7 years,Verified,0,16000,14
LC32498,Fully Paid,11.26%,9,12.16,12,0,0,0,75000,6,RENT,debt_consolidation,6,7 years,Not Verified,0,7200,6
LC32499,Fully Paid,12.21%,11,9.48,10,0,2,1-4,80000,6,RENT,debt_consolidation,7,2 years,Verified,0,8000,7
LC325,Fully Paid,12.69%,11,3.04,3,0,2,1-4,96000,8,MORTGAGE,small_business,7,2 years,Not Verified,0,7000,6
LC3250,Fully Paid,7.90%,4,13.48,14,0,0,0,60000,5,MORTGAGE,moving,8,5 years,Source Verified,0,4000,3
LC32500,Fully Paid,11.89%,10,15.02,15,0,3,1-4,52000,4,MORTGAGE,major_purchase,14,n/a,Source Verified,0,3600,3
LC32501,Fully Paid,13.47%,13,15.01,15,0,0,0,84000,7,MORTGAGE,major_purchase,9,7 years,Verified,0,8800,7
LC32502,Charged Off,13.79%,13,23.92,24,1,0,0,62000,5,OWN,debt_consolidation,9,10+ years,Not Verified,0,10000,8
LC32503,Fully Paid,12.21%,11,4.06,4,0,1,1-4,50000,4,RENT,debt_consolidation,7,2 years,Verified,0,35000,29
LC32504,Fully Paid,13.79%,13,9.51,10,0,3,1-4,53004,4,MORTGAGE,debt_consolidation,9,LT 1year,Verified,0,12000,10
LC32505,Fully Paid,12.21%,11,0.39,1,0,3,1-4,33500,3,RENT,other,6,3 years,Not Verified,0,12800,11
LC32506,Fully Paid,9.63%,7,8.35,9,0,0,0,26000,2,OWN,debt_consolidation,12,10+ years,Source Verified,0,21600,18
LC32507,Fully Paid,11.89%,10,16.87,17,0,0,0,50500,4,RENT,debt_consolidation,16,7 years,Verified,0,25000,21
LC32508,Fully Paid,14.42%,14,22.29,22,0,0,0,56472,5,RENT,small_business,5,7 years,Verified,0,20000,17
LC32509,Fully Paid,12.84%,12,17.26,17,0,2,1-4,100000,8,MORTGAGE,home_improvement,8,5 years,Not Verified,0,18000,15
LC3251,Fully Paid,17.27%,18,9.75,10,0,1,1-4,96000,8,MORTGAGE,major_purchase,3,4 years,Not Verified,0,2500,2
LC32510,Fully Paid,9.32%,6,5.8,6,0,0,0,66000,5,MORTGAGE,medical,9,2 years,Source Verified,0,16000,14
LC32511,Fully Paid,12.21%,11,11.4,12,0,0,0,80000,6,OWN,vacation,12,n/a,Verified,0,3000,3
LC32512,Fully Paid,11.58%,10,22.37,22,0,0,0,100000,8,OTHER,small_business,9,1 year,Not Verified,0,5500,5
LC32513,Fully Paid,8.00%,4,8.95,9,0,3,1-4,59000,5,RENT,debt_consolidation,10,2 years,Source Verified,0,10000,8
LC32514,Fully Paid,9.32%,6,10.1,10,0,1,1-4,60000,5,MORTGAGE,debt_consolidation,5,4 years,Verified,0,6000,5
LC32515,Fully Paid,11.26%,9,20.06,20,0,2,1-4,75000,6,MORTGAGE,other,16,3 years,Not Verified,0,10000,8
LC32516,Fully Paid,8.00%,4,9.55,10,0,1,1-4,42996,3,RENT,other,9,10+ years,Not Verified,0,1000,1
